OBJECTID_1,ZCTA5CE10,FIRST_STAT,FIRST_GEOI,FIRST_CLAS,FIRST_MTFC,FIRST_FUNC,ZCTA5N,STATE,AREALAND,AREAWATR,POP100,HU100,NHW,NHB,NHAI,NHA,NHNH,NHO,NHT,HISP,PNHW,PNHB,PNHAI,PNHA,PNHNH,PNHO,PNHT,PHISP,POP65_,PCTPOP65_,MEDAGE,VACNS,PVACNS,PHOWN,PWOMORT,PRENT,PLT18SP,REPORT_2_P,REPORT_9_P,Shape_Length,Shape_Area
289,21536,24,2421536,B5,G6350,S,21536,24,257799183,251375,4121,1890,4016,35,6,7,0,0,24,33,97.5,0.8,0.1,0.2,0,0,0.6,0.8,733,17.8,41.2,119,6.3,40.2,45.5,26.2,24.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21536.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21536.pdf,152985.170049885,435912062.635587
290,21538,24,2421538,B5,G6350,S,21538,24,46293462,530742,716,358,711,0,1,0,0,0,2,2,99.3,0,0.1,0,0,0,0.3,0.3,125,17.5,41.2,52,14.5,36.1,57,16.1,24.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21538.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21538.pdf,44687.056105407,78523317.0428364
291,21539,24,2421539,B5,G6350,S,21539,24,89834282,70929,2819,1240,2744,36,0,4,1,0,22,12,97.3,1.3,0,0.1,0,0,0.8,0.4,555,19.7,41.6,125,10.1,36.4,49.8,27.4,30.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21539.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21539.pdf,91626.9452830429,151623460.134518
292,21540,24,2421540,B5,G6350,S,21540,24,698918,111224,65,61,61,0,0,0,0,0,0,4,93.8,0,0,0,0,0,0,6.2,22,33.8,48.5,28,45.9,18.2,71.4,36.4,50,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21540.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21540.pdf,5611.77828270326,1361507.68693342
293,21541,24,2421541,B5,G6350,S,21541,24,68154240,3219605,1546,2293,1402,98,4,11,0,0,9,22,90.7,6.3,0.3,0.7,0,0,0.6,1.4,229,14.8,42.1,221,9.6,39.5,39.1,35.2,27.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21541.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21541.pdf,99419.0637541459,115353580.939615
294,21542,24,2421542,B5,G6350,S,21542,24,1772593,0,483,229,474,1,0,0,0,0,4,4,98.1,0.2,0,0,0,0,0.8,0.8,95,19.7,42.9,25,10.9,37.6,46.9,29.2,37.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21542.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21542.pdf,11325.7192645535,2989183.58014398
295,21543,24,2421543,B5,G6350,S,21543,24,3524518,868,140,61,138,0,0,1,0,0,1,0,98.6,0,0,0.7,0,0,0.7,0,27,19.3,47.3,5,8.2,49.1,48.1,5.5,42.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21543.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21543.pdf,13952.8065710864,5954030.05948237
296,21545,24,2421545,B5,G6350,S,21545,24,37234974,21107,1940,868,1889,10,2,1,0,0,22,16,97.4,0.5,0.1,0.1,0,0,1.1,0.8,345,17.8,43.2,81,9.3,49.4,42.5,14.1,19.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21545.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21545.pdf,50243.0926534732,63015389.258862
297,21550,24,2421550,B5,G6350,S,21550,24,526785492,6822965,14194,8203,13902,54,14,38,0,1,89,96,97.9,0.4,0.1,0.3,0,0,0.6,0.7,2552,18,43.1,510,6.2,43.9,41.9,24.5,28.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21550.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21550.pdf,203979.888292219,885235617.36753
298,21555,24,2421555,B5,G6350,S,21555,24,274428331,5883176,1936,1054,1879,11,4,2,0,0,17,23,97.1,0.6,0.2,0.1,0,0,0.9,1.2,338,17.5,45.9,73,6.9,47.9,42.9,16.1,24.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21555.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21555.pdf,179260.709118836,472047715.597783
299,21557,24,2421557,B5,G6350,S,21557,24,69760972,1235041,1895,876,1849,7,2,12,1,1,14,9,97.6,0.4,0.1,0.6,0.1,0.1,0.7,0.5,395,20.8,45.8,62,7.1,47.7,44.8,13.6,28.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21557.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21557.pdf,76047.5761013454,119394629.64554
300,21561,24,2421561,B5,G6350,S,21561,24,240038317,8669494,2627,2699,2567,40,0,5,0,1,6,8,97.7,1.5,0,0.2,0,0,0.2,0.3,524,19.9,46.4,167,6.2,45.9,48,11.8,20.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21561.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21561.pdf,188351.547551603,407810174.472882
301,21562,24,2421562,B5,G6350,S,21562,24,75067999,481011,3141,1536,3087,17,0,3,0,1,22,11,98.3,0.5,0,0.1,0,0,0.7,0.4,724,23,45.4,234,15.2,38.2,49.3,24.6,31.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21562.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21562.pdf,78569.1983922556,127063498.793473
302,21601,24,2421601,B5,G6350,S,21601,24,283350581,53718770,23597,11292,17595,3376,33,387,13,55,353,1785,74.6,14.3,0.1,1.6,0.1,0.2,1.5,7.6,5367,22.7,45.1,849,7.5,45.9,31.8,32.7,34.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21601.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21601.pdf,563299.439727326,468508348.804381
303,21607,24,2421607,B5,G6350,S,21607,24,47395591,0,583,236,476,49,5,0,0,0,7,46,81.6,8.4,0.9,0,0,0,1.2,7.9,62,10.6,40.1,27,11.4,56.5,29.5,19.8,24.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21607.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21607.pdf,58303.532718909,78879491.2388989
304,21610,24,2421610,B5,G6350,S,21610,24,4580667,3630895,378,347,343,13,3,2,0,0,7,10,90.7,3.4,0.8,0.5,0,0,1.9,2.6,63,16.7,47.4,17,4.9,41.9,37.4,33.1,39.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21610.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21610.pdf,25363.5581108587,7914665.51122255
305,21612,24,2421612,B5,G6350,S,21612,24,14905132,16436690,492,377,475,5,1,0,0,0,5,6,96.5,1,0.2,0,0,0,1,1.2,162,32.9,57.6,26,6.9,50.2,44.9,8.9,12.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21612.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21612.pdf,89101.0127538987,24543863.9276974
306,21613,24,2421613,B5,G6350,S,21613,24,402573173,103610844,17330,8985,9916,6128,60,198,8,20,324,676,57.2,35.4,0.3,1.1,0,0.1,1.9,3.9,3146,18.2,42.4,1078,12,35.9,37.7,42.4,57.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21613.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21613.pdf,677957.580364455,697579997.282993
307,21617,24,2421617,B5,G6350,S,21617,24,283247829,23067121,9907,3897,8616,751,31,98,1,8,157,245,87,7.6,0.3,1,0,0.1,1.6,2.5,1470,14.8,40.6,274,7,64.7,21,18.1,19.2,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21617.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21617.pdf,250007.39658413,470724102.739234
308,21619,24,2421619,B5,G6350,S,21619,24,24230812,25316223,5848,2715,5155,351,19,68,0,3,89,163,88.1,6,0.3,1.2,0,0.1,1.5,2.8,957,16.4,44.4,138,5.1,64.3,18.2,21.4,31.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21619.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21619.pdf,126184.578533616,40177008.0346848
309,21620,24,2421620,B5,G6350,S,21620,24,302566585,43718996,12853,6159,9950,2092,20,126,4,16,211,434,77.4,16.3,0.2,1,0,0.1,1.6,3.4,2819,21.9,43.9,574,9.3,44.9,34.2,31.7,36.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21620.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21620.pdf,402927.277396974,510198717.715116
310,21622,24,2421622,B5,G6350,S,21622,24,140619350,32322110,558,354,483,54,2,1,0,0,5,13,86.6,9.7,0.4,0.2,0,0,0.9,2.3,141,25.3,50.2,48,13.6,42.4,46.1,21.2,30,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21622.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21622.pdf,297105.186639567,250158733.319675
311,21623,24,2421623,B5,G6350,S,21623,24,97170955,1918126,2111,816,1654,278,7,17,0,1,41,113,78.4,13.2,0.3,0.8,0,0,1.9,5.4,231,10.9,38.5,74,9.1,57.3,25.4,23.2,22.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21623.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21623.pdf,101584.995263578,161754401.647911
312,21624,24,2421624,B5,G6350,S,21624,24,2862461,6179583,143,99,142,1,0,0,0,0,0,0,99.3,0.7,0,0,0,0,0,0,36,25.2,52.2,5,5.1,37.7,55.2,15.9,40,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21624.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21624.pdf,26781.6483861695,4743297.4742759
313,21625,24,2421625,B5,G6350,S,21625,24,108023258,1497078,2719,1083,2333,271,2,11,0,4,40,58,85.8,10,0.1,0.4,0,0.1,1.5,2.1,388,14.3,43.3,75,6.9,58.6,28.8,17.8,22.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21625.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21625.pdf,89400.4153502685,180951779.972238
314,21626,24,2421626,B5,G6350,S,21626,24,75270424,8398918,120,122,113,3,1,1,0,0,0,2,94.2,2.5,0.8,0.8,0,0,0,1.7,31,25.8,52.7,19,15.6,48.3,47.3,8.3,27.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21626.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21626.pdf,235356.222038331,125771751.704499
315,21627,24,2421627,B5,G6350,S,21627,24,3633354,525536,18,27,18,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,5,27.8,58.3,1,3.7,30,62.5,20,0,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21627.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21627.pdf,22585.311687939,5909110.2162661
316,21628,24,2421628,B5,G6350,S,21628,24,2733675,519445,556,251,506,32,0,1,0,0,6,11,91,5.8,0,0.2,0,0,1.1,2,113,20.3,43,18,7.2,49.3,39.8,18.1,40.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21628.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21628.pdf,15450.3473509196,4562820.73837777
317,21629,24,2421629,B5,G6350,S,21629,24,214651886,6377906,9555,3897,7835,1240,34,59,2,12,164,209,82,13,0.4,0.6,0,0.1,1.7,2.2,1484,15.5,40.2,315,8.1,52.3,27.5,27.9,32.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21629.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21629.pdf,128206.668941284,364791013.681532
318,21631,24,2421631,B5,G6350,S,21631,24,67544406,10718158,2731,1216,2405,234,3,20,0,0,19,50,88.1,8.6,0.1,0.7,0,0,0.7,1.8,474,17.4,44.4,79,6.5,56.9,33.4,14.4,20.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21631.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21631.pdf,94110.4303793413,111286067.66558
319,21632,24,2421632,B5,G6350,S,21632,24,191895132,1298240,6353,2742,4458,1523,12,59,0,12,115,174,70.2,24,0.2,0.9,0,0.2,1.8,2.7,891,14,39.2,232,8.5,41.3,35,36.4,49.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21632.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21632.pdf,115383.552594486,316941815.72402
320,21634,24,2421634,B5,G6350,S,21634,24,12200561,20822861,305,307,287,2,0,0,0,0,3,13,94.1,0.7,0,0,0,0,1,4.3,93,30.5,51.9,53,17.3,53.6,40.5,10,23.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21634.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21634.pdf,106219.022770656,20036263.6314188
321,21635,24,2421635,B5,G6350,S,21635,24,79654483,4063543,2098,1034,1855,90,3,9,0,2,16,123,88.4,4.3,0.1,0.4,0,0.1,0.8,5.9,396,18.9,46.1,57,5.5,53.2,33.8,19.6,20.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21635.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21635.pdf,120020.594296822,134399649.905277
322,21636,24,2421636,B5,G6350,S,21636,24,57175453,156310,1186,486,1036,83,3,2,0,0,9,53,87.4,7,0.3,0.2,0,0,0.8,4.5,159,13.4,41.1,43,8.8,55.7,32,18,32.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21636.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21636.pdf,74593.8627252171,95124887.2161584
323,21638,24,2421638,B5,G6350,S,21638,24,25480164,14298968,4934,2191,3855,696,15,71,0,4,88,205,78.1,14.1,0.3,1.4,0,0.1,1.8,4.2,813,16.5,43.4,148,6.8,64.1,20.2,19.7,25.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21638.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21638.pdf,94314.9601618238,42725525.0930085
324,21639,24,2421639,B5,G6350,S,21639,24,85021451,341767,4408,1779,3686,358,13,24,0,0,84,243,83.6,8.1,0.3,0.5,0,0,1.9,5.5,501,11.4,35.9,141,7.9,54.3,24.2,28.4,31.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21639.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21639.pdf,63321.0631679263,141403194.760679
325,21640,24,2421640,B5,G6350,S,21640,24,71646341,185174,1632,651,1390,77,2,8,0,1,24,130,85.2,4.7,0.1,0.5,0,0.1,1.5,8,190,11.6,38.7,44,6.8,54.7,31.5,20.1,32.9,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21640.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21640.pdf,86030.9144981732,119335318.362609
326,21641,24,2421641,B5,G6350,S,21641,24,233483,6165,117,55,115,2,0,0,0,0,0,0,98.3,1.7,0,0,0,0,0,0,14,12,37.9,2,3.6,49,16.7,41.2,37.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21641.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21641.pdf,3762.69414210872,396439.066376808
327,21643,24,2421643,B5,G6350,S,21643,24,123412463,5326122,5979,2576,3677,1889,19,53,0,3,115,223,61.5,31.6,0.3,0.9,0,0.1,1.9,3.7,783,13.1,40.2,247,9.6,57,26.1,22.9,42.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21643.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21643.pdf,116429.041891961,204476161.094043
328,21644,24,2421644,B5,G6350,S,21644,24,11140680,0,111,41,93,1,0,0,0,0,0,17,83.8,0.9,0,0,0,0,0,15.3,13,11.7,34.5,3,7.3,60.5,30.3,13.2,20.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21644.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21644.pdf,27559.8713758139,18530583.997041
329,21645,24,2421645,B5,G6350,S,21645,24,98637796,7812552,1039,594,814,40,0,2,0,0,10,173,78.3,3.8,0,0.2,0,0,1,16.7,221,21.3,44.8,56,9.4,46.6,39.9,22.4,29.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21645.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21645.pdf,112954.791910046,166238210.999347
330,21647,24,2421647,B5,G6350,S,21647,24,8550190,1633573,289,184,247,36,0,0,0,0,4,2,85.5,12.5,0,0,0,0,1.4,0.7,81,28,54.9,25,13.6,47.8,41.8,17.9,44.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21647.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21647.pdf,31990.2376403078,14104289.7439028
331,21648,24,2421648,B5,G6350,S,21648,24,45632511,10852813,255,150,223,26,0,2,0,0,2,2,87.5,10.2,0,0.8,0,0,0.8,0.8,65,25.5,49.4,13,8.7,50.5,41.4,13.9,37.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21648.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21648.pdf,96336.7719325241,77606429.7681032
332,21649,24,2421649,B5,G6350,S,21649,24,44118028,24292,1858,593,961,33,7,3,6,2,21,825,51.7,1.8,0.4,0.2,0.3,0.1,1.1,44.4,129,6.9,29,77,13,39.3,39,35.6,30.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21649.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21649.pdf,57729.8414870401,73469000.7567981
333,21650,24,2421650,B5,G6350,S,21650,24,28668471,135772,238,98,180,6,2,3,0,0,9,38,75.6,2.5,0.8,1.3,0,0,3.8,16,33,13.9,37,17,17.3,48.8,32.8,27.5,26.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21650.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21650.pdf,39363.5148835621,48186418.6321401
334,21651,24,2421651,B5,G6350,S,21651,24,100850231,1988812,2898,1234,2331,305,6,25,3,3,34,191,80.4,10.5,0.2,0.9,0.1,0.1,1.2,6.6,395,13.6,40.2,120,9.7,59,26.2,20.1,34.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21651.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21651.pdf,124288.982949682,170000583.971797
335,21652,24,2421652,B5,G6350,S,21652,24,1552741,2728348,183,154,177,0,0,0,0,0,2,4,96.7,0,0,0,0,0,1.1,2.2,81,44.3,62.3,16,10.4,48.9,42.3,15.2,21.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21652.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21652.pdf,17169.946745856,2554604.3757017
336,21653,24,2421653,B5,G6350,S,21653,24,450150,123701,114,77,107,4,0,0,0,0,1,2,93.9,3.5,0,0,0,0,0.9,1.8,27,23.7,52,10,13,44.4,45.5,18.5,44.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21653.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21653.pdf,5335.84652857044,741210.915783628
337,21654,24,2421654,B5,G6350,S,21654,24,28411730,9892865,1236,974,1139,65,0,6,0,0,18,8,92.2,5.3,0,0.5,0,0,1.5,0.6,455,36.8,59.6,89,9.1,46.1,43.5,18.5,12,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21654.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21654.pdf,109696.642043955,46708825.9224702
338,21655,24,2421655,B5,G6350,S,21655,24,137258137,8649488,5009,2165,4185,638,12,27,0,3,75,69,83.5,12.7,0.2,0.5,0,0.1,1.5,1.4,758,15.1,42.5,195,9,58.4,29.4,17.2,29,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21655.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21655.pdf,90773.6683523264,239372630.917318
339,21657,24,2421657,B5,G6350,S,21657,24,64427733,44319,777,310,665,77,0,7,0,0,10,18,85.6,9.9,0,0.9,0,0,1.3,2.3,97,12.5,42.2,17,5.5,57.6,29.1,18.8,25,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21657.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21657.pdf,79762.4905262685,106773010.975998
340,21658,24,2421658,B5,G6350,S,21658,24,101617928,18832105,3862,1679,3454,240,10,22,3,2,39,92,89.4,6.2,0.3,0.6,0.1,0.1,1,2.4,760,19.7,47,76,4.5,62.8,27.7,13.1,17.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21658.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21658.pdf,238573.795384053,168983988.309641
341,21659,24,2421659,B5,G6350,S,21659,24,124235193,3349072,1551,702,1301,177,0,7,0,0,22,44,83.9,11.4,0,0.5,0,0,1.4,2.8,255,16.4,44.5,65,9.3,47.6,43.4,15.9,41.1,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21659.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21659.pdf,147421.904991464,204196362.401966
342,21660,24,2421660,B5,G6350,S,21660,24,85694837,384407,4063,1557,3110,652,12,12,1,4,83,189,76.5,16,0.3,0.3,0,0.1,2,4.7,436,10.7,35.8,123,7.9,58.8,20.4,26.1,32.5,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21660.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21660.pdf,68461.4902364222,142474244.68725
343,21661,24,2421661,B5,G6350,S,21661,24,83954615,56944688,2653,1792,2334,237,2,4,0,0,37,39,88,8.9,0.1,0.2,0,0,1.4,1.5,722,27.2,52.3,154,8.6,45.8,40.6,22.9,36.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21661.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21661.pdf,230112.329821573,141803452.358873
344,21662,24,2421662,B5,G6350,S,21662,24,20686112,14697516,555,422,443,95,0,2,0,0,3,12,79.8,17.1,0,0.4,0,0,0.5,2.2,177,31.9,56.5,40,9.5,50.6,38.1,18.3,19.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21662.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21662.pdf,107906.046374583,34024928.6778835
345,21663,24,2421663,B5,G6350,S,21663,24,31660228,17343594,3308,2167,2840,343,4,20,1,3,29,68,85.9,10.4,0.1,0.6,0,0.1,0.9,2.1,1168,35.3,57.5,171,7.9,47.6,37.5,23.8,37.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21663.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21663.pdf,141762.795507974,52209356.8371338
346,21664,24,2421664,B5,G6350,S,21664,24,1121671,69471,539,236,459,34,2,1,0,0,4,39,85.2,6.3,0.4,0.2,0,0,0.7,7.2,91,16.9,43.6,17,7.2,50.2,33.7,24.2,30.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21664.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21664.pdf,7720.22381056985,1839580.73075036
347,21665,24,2421665,B5,G6350,S,21665,24,10578736,12869134,287,195,273,7,1,0,0,0,2,4,95.1,2.4,0.3,0,0,0,0.7,1.4,78,27.2,49.6,16,8.2,66.4,29.6,5.7,30.8,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_ZCTA/21665.pdf,http://mdpgis.mdp.state.md.us/census2010/PDF/00_SF1_9PROFILE_ZCTAW/21665.pdf,63446.712902852,17544062.20431
